model,K,topN,w_rel,w_div,w_novel,w_tail,cold_boost,hist_ref,val_Recall,val_NDCG,val_Coverage,val_LongTailShare,val_Novelty,seconds_val
MMGCN-Rerank,10,200,0.8,0.08,0.05,0.06999999999999995,2.0,50,0.07268211920529802,0.03548349173279293,0.36400431732325955,0.02478476821192053,9.491032107196233,39.26953673362732
MMGCN-Rerank,10,200,0.8,0.08,0.08,0.03999999999999995,2.0,50,0.0716887417218543,0.035332267004063375,0.357528332433891,0.01935430463576159,9.506696880214134,39.170756340026855
MMGCN-Rerank,10,200,0.85,0.0,0.0,0.15000000000000002,2.0,50,0.07268211920529802,0.03497007340040781,0.3791149487317863,0.0448841059602649,9.494814008845605,37.512295722961426
MMGCN-Rerank,10,200,0.85,0.0,0.03,0.12000000000000002,2.0,50,0.07251655629139073,0.03507192931057539,0.3753372908796546,0.037433774834437085,9.500667214234653,37.720202922821045
MMGCN-Rerank,10,200,0.85,0.0,0.05,0.10000000000000002,2.0,50,0.07218543046357616,0.0351700838563492,0.3745277927684835,0.032218543046357614,9.50519206173709,36.95919919013977
MMGCN-Rerank,10,200,0.85,0.0,0.08,0.07000000000000002,2.0,50,0.07235099337748345,0.03539986123348573,0.3694009713977334,0.026274834437086093,9.51727167592539,38.05470561981201
MMGCN-Rerank,10,200,0.85,0.03,0.0,0.12000000000000002,2.0,50,0.07152317880794702,0.034805893493775324,0.36724230976794386,0.03271523178807947,9.467505565169725,37.688960552215576
MMGCN-Rerank,10,200,0.85,0.03,0.03,0.09000000000000002,2.0,50,0.07218543046357616,0.03500361080689746,0.3629249865083648,0.026986754966887416,9.477287889359943,36.700724840164185
MMGCN-Rerank,10,200,0.85,0.03,0.05,0.07000000000000002,2.0,50,0.07251655629139073,0.03531091178619678,0.3572584997301673,0.02327814569536424,9.485850806753488,38.15392327308655
MMGCN-Rerank,10,200,0.85,0.03,0.08,0.04000000000000002,2.0,50,0.07268211920529802,0.03554426646928033,0.3561791689152725,0.018857615894039736,9.501131832971561,37.893707275390625
MMGCN-Rerank,10,200,0.85,0.05,0.0,0.10000000000000002,2.0,50,0.07119205298013245,0.034744110453937695,0.3599568267674042,0.026672185430463576,9.454449532357108,39.701770305633545
MMGCN-Rerank,10,200,0.85,0.05,0.03,0.07000000000000002,2.0,50,0.07185430463576159,0.03501748320284305,0.3545601726929304,0.02177152317880795,9.4666840482715,39.55729913711548
MMGCN-Rerank,10,200,0.85,0.05,0.05,0.05000000000000002,2.0,50,0.07268211920529802,0.03535844176231226,0.3507825148407987,0.018658940397350995,9.476381602501645,37.1809298992157
MMGCN-Rerank,10,200,0.85,0.05,0.08,0.020000000000000018,2.0,50,0.07268211920529802,0.035652590992052265,0.34943335132218023,0.015397350993377483,9.493718898096628,37.0068302154541
MMGCN-Rerank,10,200,0.85,0.08,0.0,0.07000000000000002,2.0,50,0.07086092715231788,0.03462183947664508,0.3486238532110092,0.019503311258278144,9.439250250228746,37.14469242095947
