model,K,topN,normalize,div_mode,anchor_L,rel_mode,w_rel,w_novelty,w_longtail,w_div,Recall@10,NDCG@10,Coverage@10,LongTailShare@10,Novelty@10,AvgPopularity@10,seconds
SVDPP-Rerank,10,200,minmax,max,1,raw,0.7,0.05,0.25,0.0,0.00728476821192053,0.003676668438749823,0.6181867242309768,0.8293708609271523,15.019294545555747,239.48418874172185,0.4013843536376953
SVDPP-Rerank,10,200,minmax,max,1,raw,0.7,0.08,0.22000000000000008,0.0,0.00695364238410596,0.0035286592034306217,0.613599568267674,0.8381291390728477,15.032911270327915,227.95705298013246,0.39301323890686035
SVDPP-Rerank,10,200,minmax,max,1,raw,0.7,0.0,0.27,0.03,0.007947019867549669,0.003955871208390185,0.6270912034538586,0.8027814569536423,14.799794483105869,275.3021026490066,6.062878370285034
SVDPP-Rerank,10,200,minmax,max,1,raw,0.7,0.03,0.24,0.03,0.0074503311258278145,0.003785722489087666,0.6257420399352401,0.8118543046357616,14.815271218059868,262.5160264900662,5.884004831314087
SVDPP-Rerank,10,200,minmax,max,1,raw,0.7,0.05,0.21999999999999997,0.03,0.0074503311258278145,0.003796631407382492,0.6222342147868322,0.818476821192053,14.829223357510093,253.4512251655629,5.141317367553711
SVDPP-Rerank,10,200,minmax,max,1,raw,0.7,0.08,0.19000000000000006,0.03,0.00728476821192053,0.0036811278689660607,0.6208850512682137,0.8285099337748344,14.85434134238603,240.68594370860927,4.264805555343628
SVDPP-Rerank,10,200,minmax,max,1,raw,0.7,0.0,0.25,0.05,0.008112582781456953,0.004091502586470217,0.6300593631948193,0.795612582781457,14.67810830915211,284.18557947019866,4.976481199264526
SVDPP-Rerank,10,200,minmax,max,1,raw,0.7,0.03,0.21999999999999997,0.05,0.0076158940397350995,0.003906162640523599,0.627630868861306,0.8062417218543046,14.70553532504088,270.27562913907286,5.327661037445068
SVDPP-Rerank,10,200,minmax,max,1,raw,0.7,0.05,0.19999999999999996,0.05,0.0076158940397350995,0.003890329714840296,0.6260118726389639,0.8125496688741722,14.71984840884114,261.3782450331126,5.720022916793823
SVDPP-Rerank,10,200,minmax,max,1,raw,0.7,0.08,0.17000000000000004,0.05,0.0074503311258278145,0.0037634899192896076,0.6246627091203454,0.8223344370860927,14.750266654491424,248.48524834437086,5.37190055847168
SVDPP-Rerank,10,200,minmax,max,1,raw,0.7,0.0,0.22000000000000008,0.08,0.008112582781456953,0.004102344414822419,0.6330275229357798,0.7847682119205298,14.503662740473716,297.3969701986755,6.498839378356934
SVDPP-Rerank,10,200,minmax,max,1,raw,0.7,0.03,0.19000000000000006,0.08,0.007781456953642384,0.003973723723878963,0.6305990286022666,0.7961258278145695,14.542737780659404,282.5373013245033,5.910701513290405
SVDPP-Rerank,10,200,minmax,max,1,raw,0.7,0.05,0.17000000000000004,0.08,0.007781456953642384,0.003967739670224231,0.6292498650836481,0.8031125827814569,14.56324513135367,273.50173841059603,6.515698671340942
SVDPP-Rerank,10,200,minmax,max,1,raw,0.7,0.08,0.14000000000000012,0.08,0.0076158940397350995,0.0038596284760001706,0.6281705342687534,0.8130960264900662,14.596771192203294,259.9435761589404,5.979752779006958
SVDPP-Rerank,10,200,minmax,max,1,raw,0.8,0.0,0.19999999999999996,0.0,0.008278145695364239,0.00425519609019219,0.6376146788990825,0.7693377483443709,14.26381859413046,316.66778145695366,0.3752326965332031
SVDPP-Rerank,10,200,minmax,max,1,raw,0.8,0.03,0.16999999999999993,0.0,0.008112582781456953,0.004164464068676769,0.6349163518618457,0.7792880794701986,14.29966040911264,303.15846026490067,0.3827526569366455
SVDPP-Rerank,10,200,minmax,max,1,raw,0.8,0.05,0.1499999999999999,0.0,0.0076158940397350995,0.0040044771268568065,0.6343766864543983,0.7865066225165563,14.327810926579481,293.7789735099338,0.3915698528289795
SVDPP-Rerank,10,200,minmax,max,1,raw,0.8,0.08,0.12,0.0,0.0076158940397350995,0.0039717624478315845,0.6316783594171613,0.7963079470198675,14.36826137078519,280.33440397350995,0.39034247398376465
SVDPP-Rerank,10,200,minmax,max,1,raw,0.8,0.0,0.16999999999999993,0.03,0.008609271523178808,0.004362767008187566,0.6400431732325957,0.7606291390728477,14.137118032325972,326.52399006622517,5.0321502685546875
SVDPP-Rerank,10,200,minmax,max,1,raw,0.8,0.03,0.1399999999999999,0.03,0.008443708609271523,0.004288802311951392,0.6384241770102537,0.7712251655629139,14.17838719619031,313.00043046357615,5.7417426109313965
SVDPP-Rerank,10,200,minmax,max,1,raw,0.8,0.05,0.11999999999999988,0.03,0.007781456953642384,0.004077179078321436,0.63815434430653,0.7787748344370861,14.209550648746111,303.25774834437084,5.793606281280518
SVDPP-Rerank,10,200,minmax,max,1,raw,0.8,0.08,0.08999999999999997,0.03,0.007781456953642384,0.0040550201436519535,0.6370750134916352,0.7887913907284768,14.251404416608494,289.5707284768212,5.4383769035339355
SVDPP-Rerank,10,200,minmax,max,1,raw,0.8,0.0,0.1499999999999999,0.05,0.008609271523178808,0.004380170152408076,0.6413923367512142,0.7548675496688741,14.054986673096158,333.6220529801324,6.109794616699219
SVDPP-Rerank,10,200,minmax,max,1,raw,0.8,0.03,0.11999999999999988,0.05,0.008609271523178808,0.004355461052028002,0.6403130059363195,0.7658112582781457,14.100055107344065,319.46612582781455,5.911343812942505
SVDPP-Rerank,10,200,minmax,max,1,raw,0.8,0.05,0.09999999999999987,0.05,0.007947019867549669,0.004145818806700378,0.6395035078251484,0.7733443708609271,14.132457698259921,309.7400165562914,5.849645137786865
SVDPP-Rerank,10,200,minmax,max,1,raw,0.8,0.08,0.06999999999999995,0.05,0.007947019867549669,0.004122855683554143,0.6392336751214247,0.7838907284768212,14.178117779517017,295.8987582781457,6.252957820892334
SVDPP-Rerank,10,200,minmax,max,1,raw,0.8,0.0,0.12,0.08,0.009105960264900662,0.004544232694487806,0.6430113329735564,0.7461423841059602,13.936261127105611,343.23331125827815,5.199836730957031
SVDPP-Rerank,10,200,minmax,max,1,raw,0.8,0.03,0.08999999999999997,0.08,0.008774834437086093,0.004411477398147277,0.6405828386400432,0.7580132450331126,13.991251468547922,328.3982119205298,5.250947713851929
SVDPP-Rerank,10,200,minmax,max,1,raw,0.8,0.05,0.06999999999999995,0.08,0.008443708609271523,0.00433449354717537,0.6403130059363195,0.7657450331125828,14.026801629034889,318.6193377483444,5.01373553276062
SVDPP-Rerank,10,200,minmax,max,1,raw,0.8,0.08,0.040000000000000036,0.08,0.008112582781456953,0.004189062704437454,0.6384241770102537,0.7770529801324503,14.080814065727967,304.2508940397351,5.683752536773682
SVDPP-Rerank,10,200,minmax,max,1,raw,0.85,0.0,0.15000000000000002,0.0,0.009105960264900662,0.004531483512961846,0.6419320021586616,0.7523675496688742,14.01993463547814,336.37829470198676,0.39614295959472656
SVDPP-Rerank,10,200,minmax,max,1,raw,0.85,0.03,0.12,0.0,0.008609271523178808,0.004381147517838791,0.6413923367512142,0.7630794701986755,14.064866717224879,322.63346026490063,0.3859410285949707
SVDPP-Rerank,10,200,minmax,max,1,raw,0.85,0.05,0.09999999999999998,0.0,0.007947019867549669,0.004147389164557144,0.6411225040474906,0.769751655629139,14.094985528623821,313.90077814569537,0.38109874725341797
SVDPP-Rerank,10,200,minmax,max,1,raw,0.85,0.08,0.07000000000000006,0.0,0.007947019867549669,0.0041253560291539555,0.6392336751214247,0.7805794701986755,14.141879765987396,299.6471026490066,0.5300507545471191
SVDPP-Rerank,10,200,minmax,max,1,raw,0.85,0.0,0.12,0.03,0.009437086092715232,0.0046587561384576455,0.6427415002698327,0.7443211920529801,13.911704879643901,345.63205298013247,5.721838474273682
SVDPP-Rerank,10,200,minmax,max,1,raw,0.85,0.03,0.08999999999999997,0.03,0.008774834437086093,0.004453715033172159,0.6427415002698327,0.7563741721854305,13.967924778856188,330.848940397351,6.08664083480835
SVDPP-Rerank,10,200,minmax,max,1,raw,0.85,0.05,0.06999999999999995,0.03,0.008443708609271523,0.004329627840268565,0.6419320021586616,0.7629304635761589,13.997536859417593,322.1769867549669,5.897907495498657
SVDPP-Rerank,10,200,minmax,max,1,raw,0.85,0.08,0.040000000000000036,0.03,0.008278145695364239,0.004237189286997636,0.6408526713437669,0.7740894039735099,14.050813810020093,307.68076158940397,5.856618642807007
SVDPP-Rerank,10,200,minmax,max,1,raw,0.85,0.0,0.09999999999999998,0.05,0.0097682119205298,0.004756453956666565,0.6438208310847274,0.7393211920529801,13.845054961166634,351.53612582781454,5.8793885707855225
SVDPP-Rerank,10,200,minmax,max,1,raw,0.85,0.03,0.06999999999999995,0.05,0.008940397350993378,0.004497912185508518,0.6430113329735564,0.7515562913907284,13.904232315085581,336.2395198675497,6.159051895141602
SVDPP-Rerank,10,200,minmax,max,1,raw,0.85,0.05,0.04999999999999993,0.05,0.008774834437086093,0.004422954789194727,0.6427415002698327,0.7586754966887417,13.939014764953134,327.09298013245035,6.447060823440552
SVDPP-Rerank,10,200,minmax,max,1,raw,0.85,0.08,0.020000000000000018,0.05,0.008443708609271523,0.004316618423345049,0.6416621694549379,0.769271523178808,13.988927697740642,313.22738410596025,5.682023048400879
SVDPP-Rerank,10,200,minmax,max,1,raw,0.85,0.0,0.07000000000000006,0.08,0.009602649006622516,0.0047681062624354556,0.6481381543443065,0.7326158940397351,13.757008295532883,359.48,5.974176406860352
SVDPP-Rerank,10,200,minmax,max,1,raw,0.85,0.03,0.040000000000000036,0.08,0.009437086092715232,0.004661089187201435,0.6457096600107933,0.7444701986754967,13.81299445764908,344.5407119205298,6.014751672744751
SVDPP-Rerank,10,200,minmax,max,1,raw,0.85,0.05,0.020000000000000018,0.08,0.009271523178807948,0.004602730746631405,0.6451699946033459,0.7519370860927153,13.849397730922067,335.14493377483444,5.139287710189819
SVDPP-Rerank,10,200,minmax,max,1,raw,0.9,0.0,0.09999999999999998,0.0,0.009933774834437087,0.004806567816469018,0.6449001618996222,0.7378807947019868,13.827235045875145,353.18423841059604,0.3979525566101074
SVDPP-Rerank,10,200,minmax,max,1,raw,0.9,0.03,0.06999999999999995,0.0,0.009271523178807948,0.004610614221250561,0.6449001618996222,0.7496688741721854,13.885245946890471,338.475678807947,0.4050006866455078
SVDPP-Rerank,10,200,minmax,max,1,raw,0.9,0.05,0.04999999999999993,0.0,0.008940397350993378,0.004503471755592244,0.6440906637884511,0.7565066225165563,13.918408467469625,330.1594536423841,0.4025750160217285
SVDPP-Rerank,10,200,minmax,max,1,raw,0.9,0.08,0.020000000000000018,0.0,0.008278145695364239,0.00426984783844186,0.6427415002698327,0.7669867549668874,13.96968497667881,315.9823675496689,0.38871312141418457
SVDPP-Rerank,10,200,minmax,max,1,raw,0.9,0.0,0.06999999999999995,0.03,0.009933774834437087,0.00484784668482051,0.6484079870480303,0.7318211920529801,13.747100316720292,360.178261589404,4.2970499992370605
SVDPP-Rerank,10,200,minmax,max,1,raw,0.9,0.03,0.039999999999999925,0.03,0.009437086092715232,0.004685162724886262,0.6467889908256881,0.7432284768211921,13.802174191253863,346.2439072847682,5.080305814743042
SVDPP-Rerank,10,200,minmax,max,1,raw,0.9,0.05,0.019999999999999907,0.03,0.009271523178807948,0.004622191154123399,0.6457096600107933,0.7501655629139072,13.835160924914657,337.3858940397351,5.9871203899383545
SVDPP-Rerank,10,200,minmax,max,1,raw,0.9,0.0,0.04999999999999993,0.05,0.01009933774834437,0.004922094474468479,0.6497571505666486,0.727682119205298,13.692527074798054,365.11081125827815,5.3563947677612305
SVDPP-Rerank,10,200,minmax,max,1,raw,0.9,0.03,0.019999999999999907,0.05,0.0097682119205298,0.004790241521406704,0.6478683216405828,0.7390397350993377,13.745764531157665,350.9751324503311,5.616701602935791
SVDPP-Rerank,10,200,minmax,max,1,raw,0.9,0.05,0.0,0.05,0.0097682119205298,0.004775028823771747,0.6470588235294118,0.7465397350993378,13.783290697359881,342.1749337748344,5.5927793979644775
SVDPP-Rerank,10,200,minmax,max,1,raw,0.9,0.0,0.020000000000000018,0.08,0.010264900662251655,0.005036826398540152,0.6497571505666486,0.7221026490066225,13.6206105494815,371.9337417218543,5.527262926101685
SVDPP-Rerank,10,200,minmax,max,1,raw,0.95,0.0,0.050000000000000044,0.0,0.01009933774834437,0.0049233725538869256,0.6473286562331354,0.7278476821192053,13.69009675228043,365.1259271523179,0.37395453453063965
SVDPP-Rerank,10,200,minmax,max,1,raw,0.95,0.03,0.020000000000000018,0.0,0.01009933774834437,0.004898287717367158,0.6470588235294118,0.7377483443708609,13.737827210157912,352.4240894039735,0.3759727478027344
SVDPP-Rerank,10,200,minmax,max,1,raw,0.95,0.05,0.0,0.0,0.0097682119205298,0.00478600508825521,0.6489476524554776,0.7451490066225166,13.775438651501737,343.3321854304636,0.386946439743042
SVDPP-Rerank,10,200,minmax,max,1,raw,0.95,0.0,0.020000000000000018,0.03,0.010430463576158941,0.005041330590456538,0.6511063140852671,0.7221688741721854,13.617889760077395,371.87329470198677,5.0172154903411865
SVDPP-Rerank,10,200,minmax,max,1,raw,0.95,0.0,0.0,0.05,0.010596026490066225,0.005092281795274138,0.6516459794927145,0.7187748344370861,13.577327729850415,375.9575,4.515840291976929
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.7,0.0,0.30000000000000004,0.0,0.06903973509933775,0.03434068556626976,0.675661090124123,0.1206953642384106,10.281659496446318,1116.4480794701988,0.3921470642089844
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.7,0.03,0.27,0.0,0.06887417218543046,0.03415938402168789,0.6732325957906098,0.1219205298013245,10.298770929519703,1102.3177649006623,0.37822461128234863
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.7,0.05,0.25,0.0,0.06920529801324503,0.034062125363391586,0.6708041014570966,0.12263245033112583,10.311157901808127,1092.3449834437085,0.3870673179626465
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.7,0.08,0.22000000000000008,0.0,0.06937086092715232,0.03415979268587112,0.6702644360496492,0.12370860927152318,10.32875904882191,1078.0707947019866,0.3806748390197754
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.7,0.0,0.27,0.03,0.07019867549668875,0.03476822568791004,0.6627091203453859,0.112317880794702,10.241603872160248,1134.3752814569536,5.529984951019287
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.7,0.03,0.24,0.03,0.07003311258278146,0.034591202046527686,0.6629789530491096,0.1139569536423841,10.261333064717173,1119.3833774834436,4.580011367797852
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.7,0.05,0.21999999999999997,0.03,0.06970198675496689,0.034381553558401064,0.6621694549379384,0.11486754966887418,10.273944871188789,1109.5552814569537,5.744463682174683
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.7,0.08,0.19000000000000006,0.03,0.06970198675496689,0.03422469555356848,0.6616297895304911,0.11629139072847682,10.292217203323414,1095.3759933774834,5.616484880447388
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.7,0.0,0.25,0.05,0.07135761589403973,0.03502828979657755,0.6551538046411225,0.10728476821192053,10.216355247292297,1146.2058112582781,6.043110132217407
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.7,0.03,0.21999999999999997,0.05,0.07052980132450332,0.0347152059343259,0.653804641122504,0.10908940397350993,10.236075260765505,1131.6612582781456,6.214643716812134
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.7,0.05,0.19999999999999996,0.05,0.0706953642384106,0.034637447182610935,0.6543443065299515,0.11033112582781457,10.250539294173386,1120.900811258278,6.506388902664185
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.7,0.08,0.17000000000000004,0.05,0.07003311258278146,0.03433491080634529,0.6551538046411225,0.11216887417218543,10.270309014446688,1106.1996523178807,6.323360919952393
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.7,0.0,0.22000000000000008,0.08,0.0716887417218543,0.03516998914099663,0.6470588235294118,0.10091059602649007,10.18436853489339,1161.9923013245034,5.66602087020874
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.7,0.03,0.19000000000000006,0.08,0.07152317880794702,0.03503631512704529,0.6462493254182406,0.10271523178807947,10.204713653065511,1146.8106953642384,5.306826591491699
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.7,0.05,0.17000000000000004,0.08,0.07119205298013245,0.03479303654404376,0.6462493254182406,0.10394039735099338,10.217573984253486,1137.3587582781456,4.7493555545806885
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.7,0.08,0.14000000000000012,0.08,0.07102649006622516,0.03467522497989705,0.6457096600107933,0.10594370860927152,10.238995107530759,1121.4775165562914,5.1952784061431885
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.0,0.19999999999999996,0.0,0.0706953642384106,0.03500925043108365,0.6343766864543983,0.09332781456953643,10.14421859442793,1182.0821523178809,0.3762092590332031
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.03,0.16999999999999993,0.0,0.07003311258278146,0.034846962035010566,0.6332973556395035,0.09447019867549669,10.16101789596065,1168.8532947019867,0.38184499740600586
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.05,0.1499999999999999,0.0,0.07036423841059603,0.034813630392047414,0.6341068537506745,0.09572847682119205,10.174218602764686,1159.6344205298012,0.385514497756958
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.08,0.12,0.0,0.07019867549668875,0.03471192692674341,0.6335671883432272,0.0975,10.192404269635283,1146.0441556291391,0.3812747001647949
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.0,0.16999999999999993,0.03,0.07036423841059603,0.034960402770692664,0.6273610361575823,0.08895695364238411,10.12027561077219,1194.9235430463575,3.8582515716552734
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.03,0.1399999999999999,0.03,0.07102649006622516,0.035203156063523644,0.6279007015650296,0.09051324503311259,10.139622317718354,1180.1466721854304,5.598836421966553
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.05,0.11999999999999988,0.03,0.0706953642384106,0.035086964783799524,0.6281705342687534,0.09173841059602648,10.151471306882947,1171.5030132450331,6.070125341415405
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.08,0.08999999999999997,0.03,0.07052980132450332,0.034735778058990766,0.6289800323799244,0.0934933774834437,10.169929208866018,1158.1860761589403,5.9564208984375
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.0,0.1499999999999999,0.05,0.07135761589403973,0.035217584836996454,0.6249325418240691,0.0862251655629139,10.105569409739893,1202.7877814569536,5.7170796394348145
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.03,0.11999999999999988,0.05,0.0716887417218543,0.0353232617201636,0.6238532110091743,0.08791390728476821,10.124822992757457,1188.3452649006622,4.969266414642334
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.05,0.09999999999999987,0.05,0.07152317880794702,0.03527048183342356,0.6243928764166217,0.08902317880794702,10.137098310846367,1179.2700496688742,6.054796934127808
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.08,0.06999999999999995,0.05,0.07102649006622516,0.03500814093116527,0.6246627091203454,0.09084437086092716,10.154889474436148,1166.325678807947,5.919492721557617
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.0,0.12,0.08,0.07218543046357616,0.03539627763648524,0.6187263896384242,0.08231788079470198,10.085030493183641,1213.703642384106,5.156197786331177
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.03,0.08999999999999997,0.08,0.07119205298013245,0.03516526479907651,0.6198057204533189,0.08410596026490066,10.103950977862276,1199.7764072847683,4.684980869293213
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.05,0.06999999999999995,0.08,0.07119205298013245,0.035172930065519116,0.6192660550458715,0.08508278145695364,10.115364073680727,1191.1487582781458,5.430231094360352
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.8,0.08,0.040000000000000036,0.08,0.07152317880794702,0.03519793578908106,0.6200755531570427,0.0869205298013245,10.133500190270658,1178.1228311258278,5.975152254104614
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.0,0.15000000000000002,0.0,0.07052980132450332,0.03494412733859374,0.6219643820831084,0.08509933774834437,10.101074805243915,1204.9831622516556,0.38134050369262695
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.03,0.12,0.0,0.07052980132450332,0.03506673182860286,0.6233135456017269,0.08683774834437086,10.119189264000646,1191.8312582781457,0.3768453598022461
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.05,0.09999999999999998,0.0,0.07119205298013245,0.0352191190134853,0.6227738801942796,0.08811258278145695,10.130755860489725,1183.245132450331,0.37479662895202637
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.08,0.07000000000000006,0.0,0.07086092715231788,0.035072376876692665,0.6227738801942796,0.08973509933774834,10.148120951857788,1170.2689569536424,0.37194085121154785
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.0,0.12,0.03,0.0716887417218543,0.03530396107288387,0.6173772261198057,0.08190397350993378,10.082411347556588,1215.4428642384105,6.499617099761963
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.03,0.08999999999999997,0.03,0.07135761589403973,0.035144603666388,0.6179168915272532,0.08321192052980132,10.098182087023527,1203.431092715232,6.081510066986084
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.05,0.06999999999999995,0.03,0.07119205298013245,0.03519906938787388,0.6184565569347005,0.08437086092715232,10.111193161894944,1193.6883774834437,6.038498640060425
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.08,0.040000000000000036,0.03,0.07119205298013245,0.03509646539828028,0.6187263896384242,0.08594370860927153,10.127973470529973,1181.133890728477,5.909601926803589
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.0,0.09999999999999998,0.05,0.07218543046357616,0.035596251293362184,0.6138694009713977,0.0795364238410596,10.069560345024463,1222.2741390728477,5.6254425048828125
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.03,0.06999999999999995,0.05,0.07201986754966887,0.0354050973943607,0.6144090663788451,0.0812748344370861,10.086764469604619,1209.7257450331126,5.183697938919067
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.05,0.04999999999999993,0.05,0.07152317880794702,0.0352296995733281,0.6152185644900162,0.08221854304635762,10.099010204684655,1200.3125496688742,5.3824381828308105
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.08,0.020000000000000018,0.05,0.0716887417218543,0.03523674419386891,0.6154883971937399,0.08362582781456954,10.115361396492712,1188.051357615894,5.29446268081665
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.0,0.07000000000000006,0.08,0.07135761589403973,0.035315168703990804,0.6095520777118186,0.07652317880794703,10.052227806129203,1231.8595033112583,5.669366121292114
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.03,0.040000000000000036,0.08,0.07218543046357616,0.03538496623649208,0.6100917431192661,0.07809602649006622,10.068275545211817,1220.0186920529802,4.880882740020752
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.85,0.05,0.020000000000000018,0.08,0.07185430463576159,0.03539808023136373,0.6103615758229898,0.07882450331125827,10.079347028053359,1211.4608774834437,5.989032745361328
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.0,0.09999999999999998,0.0,0.0716887417218543,0.03551254463511555,0.6130599028602267,0.07907284768211921,10.067291555199402,1223.1261258278146,0.3835031986236572
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.03,0.06999999999999995,0.0,0.07052980132450332,0.0349540650278018,0.6130599028602267,0.08071192052980132,10.083212192942765,1211.6110761589405,0.3765218257904053
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.05,0.04999999999999993,0.0,0.07036423841059603,0.034903023326865776,0.613599568267674,0.08178807947019867,10.09438760007454,1203.6631456953642,0.3805820941925049
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.08,0.020000000000000018,0.0,0.07086092715231788,0.03503919824918301,0.6146788990825688,0.08337748344370861,10.111906603251072,1190.5707284768212,0.37934207916259766
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.0,0.06999999999999995,0.03,0.07218543046357616,0.03564194852171247,0.6076632487857528,0.07625827814569536,10.050290628332176,1232.9464569536424,6.310016632080078
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.03,0.039999999999999925,0.03,0.07201986754966887,0.03536664115425313,0.6090124123043713,0.07753311258278146,10.066458049388912,1220.8374337748344,6.204039812088013
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.05,0.019999999999999907,0.03,0.07152317880794702,0.0352391823030855,0.6087425796006476,0.0785430463576159,10.07675343371385,1213.3011092715233,6.0844197273254395
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.0,0.04999999999999993,0.05,0.07218543046357616,0.03560251290060346,0.6057744198596869,0.0745364238410596,10.040241327348923,1238.6916556291392,5.663542747497559
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.03,0.019999999999999907,0.05,0.07201986754966887,0.03537291673686907,0.6060442525634107,0.07586092715231788,10.055949250104412,1226.96440397351,5.464831352233887
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.05,0.0,0.05,0.07251655629139073,0.03549330285897632,0.6071235833783054,0.07688741721854304,10.066182228224166,1219.3947350993378,5.958677768707275
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.9,0.0,0.020000000000000018,0.08,0.07201986754966887,0.0357708447926086,0.598758769562871,0.07167218543046358,10.02412186591041,1247.596009933775,5.495965242385864
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.95,0.0,0.050000000000000044,0.0,0.07201986754966887,0.03563520580476532,0.6044252563410686,0.07445364238410596,10.03951341409557,1238.9122516556292,0.37508702278137207
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.95,0.03,0.020000000000000018,0.0,0.0716887417218543,0.03534411671485875,0.6055045871559633,0.07567880794701987,10.054716398431765,1227.4855298013244,0.37189626693725586
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.95,0.05,0.0,0.0,0.07119205298013245,0.03510021933565374,0.6057744198596869,0.07677152317880795,10.064952906251744,1220.0645695364237,0.3818528652191162
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.95,0.0,0.020000000000000018,0.03,0.07218543046357616,0.035847720658513695,0.598758769562871,0.07180463576158941,10.024469951114908,1247.2755960264901,5.418838024139404
MultiVAE-Rerank,10,200,minmax,max,0,raw,0.95,0.0,0.0,0.05,0.07235099337748345,0.035884578060605826,0.5947112790070157,0.07009933774834437,10.014698093821671,1252.9063245033112,4.632150650024414
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.0,0.30000000000000004,0.0,0.004966887417218543,0.0028081825639307864,0.5456017269293039,0.8248509933774835,16.066541738162766,245.22541390728477,0.40147876739501953
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.03,0.27,0.0,0.004470198675496689,0.002660645342466242,0.5520777118186724,0.8452980132450331,16.152034847752148,214.56937086092717,0.3987891674041748
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.05,0.25,0.0,0.004470198675496689,0.0026586643541639085,0.5477603885590934,0.8544536423841059,16.182177331210763,200.73418874172185,0.39522433280944824
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.08,0.22000000000000008,0.0,0.0041390728476821195,0.002562947524257323,0.5469508904479223,0.8650496688741722,16.204615340138112,185.57687086092716,0.4042165279388428
DIN-Rerank,10,200,minmax,max,3,rank,0.7,0.0,0.27,0.03,0.005463576158940398,0.002964461523960842,0.5553157042633567,0.809817880794702,15.847327049078531,264.9093046357616,1.8660082817077637
